,id,Label,wstrato,Longitude,Latitude,pop,income_level
500,539.0,539.0,3.5572671683913453,-74.0638,4.66907,8504.0,3.0
501,540.0,540.0,3.7772952853598016,-74.0622,4.65034,1612.0,3.0
502,541.0,541.0,5.999999999999999,-74.0504,4.6566,1897.0,4.0
503,542.0,542.0,4.537037037037037,-74.0585,4.6628,216.0,4.0
504,543.0,543.0,4.999999999999999,-74.056,4.6707,658.0,4.0
505,544.0,544.0,5.132445690259285,-74.0531,4.66501,1427.0,4.0
506,545.0,545.0,6.0,-74.0458,4.6665,2276.0,4.0
507,546.0,546.0,5.942185007974483,-74.0515,4.6597,2508.0,4.0
508,547.0,547.0,4.936285097192225,-74.0563,4.65752,926.0,4.0
509,548.0,548.0,4.0,-74.0581,4.65007,693.0,3.0
510,549.0,549.0,5.999999999999999,-74.0545,4.65591,1062.0,4.0
511,550.0,550.0,6.0,-74.0545,4.65457,695.0,4.0
512,551.0,551.0,6.0,-74.0476,4.65608,989.0,4.0
513,552.0,552.0,3.7271669575334503,-74.0599,4.64944,1719.0,3.0
514,553.0,553.0,5.0,-74.0568,4.6661,502.0,4.0
515,554.0,554.0,4.0,-74.0571,4.655469999999998,571.0,3.0
516,555.0,555.0,5.0,-74.0544,4.66639,86.0,4.0
517,556.0,556.0,5.726864330637914,-74.0534,4.67033,1113.0,4.0
518,557.0,557.0,5.999999999999999,-74.0506,4.65078,2828.0,4.0
519,558.0,558.0,6.0,-74.0485,4.66732,1628.0,4.0
520,559.0,559.0,4.0,-74.0559,4.65564,38.0,3.0
521,560.0,560.0,5.0,-74.0569,4.66793,174.0,4.0
522,561.0,561.0,4.999999999999999,-74.0588,4.66461,805.0,4.0
523,562.0,562.0,5.999999999999999,-74.0459,4.66177,1928.0,4.0
524,563.0,563.0,6.0,-74.0474,4.6602,288.0,4.0
525,564.0,564.0,3.728301886792453,-74.0607,4.65391,795.0,3.0
526,565.0,565.0,6.0,-74.0496,4.65453,1372.0,4.0
527,566.0,566.0,5.551785714285713,-74.0556,4.65259,1120.0,4.0
528,567.0,567.0,5.0,-74.0548,4.66833,120.0,4.0
529,568.0,568.0,5.183294663573085,-74.0565,4.6609,1293.0,4.0
530,569.0,569.0,4.753919744884402,-74.0533,4.65019,3763.0,4.0
531,570.0,570.0,4.0,-74.0577,4.65691,145.0,3.0
532,571.0,571.0,5.924807578448785,-74.0504,4.66155,1689.0,4.0
533,572.0,572.0,4.0,-74.0578,4.65064,726.0,3.0
534,573.0,573.0,5.998651382333108,-74.0508,4.6658300000000015,1483.0,4.0
535,574.0,574.0,5.314404432132964,-74.0564,4.67345,1444.0,4.0
536,575.0,575.0,1.7828500925354718,-74.0528,4.64433,1621.0,1.0
537,576.0,576.0,3.0,-74.0893,4.6215,1656.0,2.0
538,577.0,577.0,4.0,-74.0922,4.6456,4351.0,3.0
539,578.0,578.0,3.0,-74.104,4.6597,534.0,2.0
540,579.0,579.0,4.0,-74.1106,4.65799,9859.0,3.0
541,580.0,580.0,4.0,-74.0922,4.6314,836.0,3.0
542,582.0,582.0,4.0,-74.0899,4.63186,4593.0,3.0
543,583.0,583.0,4.0,-74.1075,4.6575,372.0,3.0
544,584.0,584.0,3.9925066118131065,-74.098,4.6390400000000005,6806.0,3.0
545,586.0,586.0,2.1194029850746268,-74.0961,4.6229,201.0,1.0
546,587.0,587.0,4.0,-74.0972,4.648,610.0,3.0
547,588.0,588.0,4.0,-74.1021,4.64754,720.0,3.0
548,589.0,589.0,4.0,-74.0819,4.62694,6472.0,3.0
549,590.0,590.0,3.5997948144002985,-74.1174,4.6611400000000005,10722.0,3.0
550,591.0,591.0,3.0,-74.1008,4.62972,37.0,2.0
551,592.0,592.0,4.0,-74.1015,4.652430000000002,3289.0,3.0
552,593.0,593.0,3.34445507999453,-74.1146,4.65572,7313.0,2.0
553,594.0,594.0,4.081703306214298,-74.1093,4.65301,11554.0,3.0
554,595.0,595.0,4.050989802039592,-74.1028,4.64572,6668.0,3.0
555,598.0,598.0,4.0,-74.1085,4.65913,1575.0,3.0
556,599.0,599.0,4.471350613915416,-74.1065,4.65611,2932.0,3.0
557,600.0,600.0,4.0,-74.0944,4.6329,8372.0,3.0
558,601.0,601.0,4.1560685033507045,-74.0877,4.64761,13430.0,3.0
559,602.0,602.0,3.4442685661522225,-74.0792,4.6517,7581.0,2.0
560,603.0,603.0,4.165127343968655,-74.0857,4.6523,7146.0,3.0
561,604.0,604.0,2.9999999999999987,-74.097,4.6691,10701.0,2.0
562,605.0,605.0,4.0,-74.10600000000002,4.64107,3850.0,3.0
563,606.0,606.0,3.4936211972522084,-74.1092,4.66365,1019.0,2.0
564,607.0,607.0,3.765619484645252,-74.0835,4.63213,2833.0,3.0
565,608.0,608.0,4.0,-74.0749,4.64577,1791.0,3.0
566,609.0,609.0,3.3896233974358987,-74.0685,4.64952,4992.0,2.0
567,610.0,610.0,3.108665749656121,-74.0746,4.6399300000000006,3635.0,2.0
568,611.0,611.0,3.0,-74.064,4.6476,1511.0,2.0
569,612.0,612.0,3.327699530516432,-74.066,4.6361,2130.0,2.0
570,613.0,613.0,4.0,-74.0736,4.63415,4981.0,3.0
571,614.0,614.0,3.9184255561893906,-74.0735,4.6438,1753.0,3.0
572,615.0,615.0,3.8446917014371813,-74.0619,4.6415,4314.0,3.0
573,616.0,616.0,4.0,-74.069,4.6305,1927.0,3.0
574,617.0,617.0,4.0,-74.0662,4.6321900000000005,2713.0,3.0
575,618.0,618.0,4.0,-74.0787,4.64101,1764.0,3.0
576,619.0,619.0,3.9548458149779737,-74.0777,4.64283,1816.0,3.0
577,620.0,620.0,3.7344228804902966,-74.0699,4.63539,2937.0,3.0
578,621.0,621.0,3.7575,-74.0644,4.63847,1200.0,3.0
579,622.0,622.0,4.000000000000001,-74.0769,4.62806,4667.0,3.0
580,623.0,623.0,3.7971761541909452,-74.0691,4.64611,4462.0,3.0
581,624.0,624.0,3.008772845953002,-74.0728,4.65289,9575.0,2.0
582,625.0,625.0,3.996888612321096,-74.0637,4.62956,1607.0,3.0
583,626.0,626.0,4.000000000000001,-74.0747,4.6497199999999985,2000.0,3.0
584,627.0,627.0,4.0,-74.0788,4.63635,5398.0,3.0
585,628.0,628.0,3.820652173913044,-74.069,4.6335,2944.0,3.0
586,629.0,629.0,1.5233358837031368,-74.0549,4.63628,1307.0,1.0
587,630.0,630.0,3.8542832544123975,-74.0599,4.64581,4646.0,3.0
588,631.0,631.0,3.033016734509272,-74.0569,4.642919999999998,2211.0,2.0
589,632.0,632.0,3.678510638297872,-74.0629,4.6397900000000005,4700.0,3.0
590,633.0,633.0,3.0391602745256363,-74.0643,4.64461,2477.0,2.0
591,634.0,634.0,3.0429375185075505,-74.0688,4.63826,3377.0,2.0
592,635.0,635.0,3.5409547738693465,-74.0712,4.64153,3980.0,3.0
593,636.0,636.0,4.396429899590928,-74.0791,4.6457,5378.0,3.0
594,637.0,637.0,3.0863804981452048,-74.0625,4.63186,5661.0,2.0
595,638.0,638.0,4.0,-74.0636,4.63521,4909.0,3.0
596,639.0,639.0,4.226562500000001,-74.0587,4.6427,2304.0,3.0
597,640.0,640.0,1.823968070580821,-74.1351,4.47804,9521.0,1.0
598,641.0,641.0,1.8899227324407692,-74.093,4.53549,43097.0,1.0
599,642.0,642.0,1.920125459408493,-74.1124,4.50894,51969.0,1.0
600,643.0,643.0,1.000000000000001,-74.1099,4.49311,50124.0,1.0
601,644.0,644.0,1.1527486576323185,-74.0928,4.51883,19555.0,1.0
602,645.0,645.0,1.0,-74.0928,4.50222,14486.0,1.0
603,646.0,646.0,1.9815525831741003,-74.1162,4.51631,55997.0,1.0
604,647.0,647.0,1.0998890846219092,-74.1021,4.50018,61308.0,1.0
605,648.0,648.0,1.9385129620272843,-74.0841,4.54176,51458.0,1.0
606,649.0,649.0,1.678925812924328,-74.1143,4.50183,36381.0,1.0
607,650.0,650.0,3.9522513089005233,-74.0569,4.64916,4775.0,3.0
608,651.0,651.0,2.4507772020725387,-74.0676,4.61963,193.0,1.0
609,652.0,652.0,3.0,-74.0763,4.59625,197.0,2.0
610,653.0,653.0,3.0480997624703083,-74.0621,4.6563300000000005,3368.0,2.0
611,654.0,654.0,5.999999999999999,-74.0431,4.67542,1525.0,4.0
